sta_code,box_id,sku_code,position,rotation,utilization,is_rotated,rotation_type,error
BSIN2309019542,42x30x18,CZ4255-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,15.87301587301587301587301587,True,0,
BSIN2309019666,35x23x13,BV2667-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,85.77161968466316292403248925,True,0,
BSIN2309019666,35x23x13,CZ8101-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,85.77161968466316292403248925,True,0,
BSIN2309019666,35x23x13,CZ8101-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,85.77161968466316292403248925,True,0,
BSIN2309019666,35x23x13,CZ8101-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,85.77161968466316292403248925,True,0,
BSIN2309019688,35x23x13,AC2285-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,78.83420926899187768752986144,True,0,
BSIN2309019688,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('2')]",0.0,78.83420926899187768752986144,True,0,
BSIN2309019688,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.05016722408026755852842809,True,0,
BSIN2309019727,35x23x13,DJ6013-602,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,77.97419971333014811275680841,True,0,
BSIN2309019727,42x30x18,DO7391-133,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,5.114638447971781305114638448,True,0,
BSIN2309019927,35x23x13,DD1869-107,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.67032967032967032967032967,True,0,
BSIN2309019927,35x23x13,DD1869-107,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.67032967032967032967032967,True,0,
BSIN2309019927,40x28x16,DN4029-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,34.35267857142857142857142857,True,0,
BSIN2309019950,35x23x13,DV7183-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.05016722408026755852842809,True,0,
BSIN2309019950,35x23x13,FN3687-181,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,76.48351648351648351648351648,True,0,
BSIN2309019950,35x23x13,FN3687-181,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,76.48351648351648351648351648,True,0,
BSIN2309019950,35x23x13,FN3687-181,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,76.48351648351648351648351648,True,0,
BSIN2309019950,35x23x13,FN3687-181,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,76.48351648351648351648351648,True,0,
BSIN2309019950,40x28x16,BV2663-479,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,23.7500,True,0,
BSIN2309019996,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.05016722408026755852842809,True,0,
BSIN2309019996,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.05016722408026755852842809,True,0,
BSIN2309019996,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.05016722408026755852842809,True,0,
BSIN2309019996,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,11.562500,True,0,
BSIN2309020317,Error,,,,N/A,N/A,N/A,Unable to pack items due to fitting constraints.
BSIN2309020482,35x23x13,DX6659-276,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,17.54419493549928332537028189,True,0,
BSIN2309020482,35x23x13,DV7211-001,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.67032967032967032967032967,True,0,
BSIN2309020482,37x26x13,FN0369-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,78.29841675995522149368303214,True,0,
BSIN2309020482,42x30x18,DM6334-113,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,4.858906525573192239858906526,True,0,
BSIN2309020482,52x40x17,FB7519-077,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,17.81674208144796380090497738,True,0,
BSIN2309020496,37x26x13,FB8914-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,78.29841675995522149368303214,True,0,
BSIN2309020496,40x28x16,DM1727-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,11.31696428571428571428571429,True,0,
BSIN2309020496,40x28x16,DM1727-010,"[Decimal('0'), Decimal('0'), Decimal('1')]",0.0,11.31696428571428571428571429,True,0,
BSIN2309020598,35x23x13,CT2302-002,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,81.87290969899665551839464883,True,0,
BSIN2309020598,35x23x13,CT2302-002,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,81.87290969899665551839464883,True,0,
BSIN2309020598,35x23x13,CT2302-002,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,81.87290969899665551839464883,True,0,
BSIN2309020598,42x30x18,DB0490-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,16.66666666666666666666666667,True,0,
BSIN2309020598,42x30x18,DB0490-010,"[Decimal('0'), Decimal('15'), Decimal('0')]",0.0,16.66666666666666666666666667,True,0,
BSIN2309020598,42x30x18,DB0490-010,"[Decimal('0'), Decimal('0'), Decimal('2')]",0.0,16.66666666666666666666666667,True,0,
BSIN2309020709,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.05016722408026755852842809,True,0,
BSIN2309020709,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,92.500,True,0,
BSIN2309020709,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('4')]",0.0,92.500,True,0,
BSIN2309020709,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('8')]",0.0,92.500,True,0,
BSIN2309020709,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('12')]",0.0,92.500,True,0,
BSIN2309020757,35x23x13,BV2667-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,4.013377926421404682274247492,True,0,
BSIN2309020757,35x23x13,CZ8101-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,85.77161968466316292403248925,True,0,
BSIN2309020757,35x23x13,CZ8101-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,85.77161968466316292403248925,True,0,
BSIN2309020757,35x23x13,CZ8101-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,85.77161968466316292403248925,True,0,
BSIN2309020780,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309020780,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309020780,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309020780,40x28x16,SX7678-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,23.437500,True,0,
BSIN2309020884,35x23x13,FN3687-181,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,76.48351648351648351648351648,True,0,
BSIN2309020884,35x23x13,FN3687-181,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,76.48351648351648351648351648,True,0,
BSIN2309020884,35x23x13,FN3687-181,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,76.48351648351648351648351648,True,0,
BSIN2309020884,35x23x13,FN3687-181,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,76.48351648351648351648351648,True,0,
BSIN2309020884,35x23x13,FN3687-181,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,76.48351648351648351648351648,True,0,
BSIN2309020884,35x23x13,FN3687-181,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,76.48351648351648351648351648,True,0,
BSIN2309020884,42x30x18,DQ5713-063,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,14.28571428571428571428571429,True,0,
BSIN2309021002,35x23x13,DZ4465-200,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,58.86287625418060200668896321,True,0,
BSIN2309021002,35x23x13,DZ4465-200,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,58.86287625418060200668896321,True,0,
BSIN2309021002,35x23x13,DZ4465-200,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,58.86287625418060200668896321,True,0,
BSIN2309021002,35x23x13,DZ4465-200,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,58.86287625418060200668896321,True,0,
BSIN2309021002,40x28x16,BV2663-479,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,45.80357142857142857142857143,True,0,
BSIN2309021002,40x28x16,BV2663-479,"[Decimal('0'), Decimal('0'), Decimal('4')]",0.0,45.80357142857142857142857143,True,0,
BSIN2309021031,35x23x13,SP0040-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,15.25083612040133779264214047,True,0,
BSIN2309021031,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309021031,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309021031,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309021052,35x23x13,DD1869-107,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.67032967032967032967032967,True,0,
BSIN2309021052,38x26x13,HA5507-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,15.38461538461538461538461538,True,0,
BSIN2309021130,35x23x13,DN3205-002,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,58.65265169612995699952221691,True,0,
BSIN2309021130,35x23x13,BQ5448-123,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,58.86287625418060200668896321,True,0,
BSIN2309021130,42x30x18,FD6637-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,5.026455026455026455026455026,True,0,
BSIN2309021130,52x40x17,DX0905-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,3.800904977375565610859728507,True,0,
BSIN2309021132,35x23x13,SP0040-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,15.25083612040133779264214047,True,0,
BSIN2309021132,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309021132,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309021132,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309021211,35x23x13,SP0040-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,15.25083612040133779264214047,True,0,
BSIN2309021211,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309021211,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309021211,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309021673,35x23x13,DX5805-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.68084089823220258002866699,True,0,
BSIN2309021673,35x23x13,DX5805-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.68084089823220258002866699,True,0,
BSIN2309021673,35x23x13,DX5805-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.68084089823220258002866699,True,0,
BSIN2309021673,35x23x13,DQ4137-300,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,81.87290969899665551839464883,True,0,
BSIN2309021673,35x23x13,DQ4137-300,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,81.87290969899665551839464883,True,0,
BSIN2309021673,35x23x13,DQ4137-300,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,81.87290969899665551839464883,True,0,
BSIN2309021673,40x28x16,DN4029-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,68.70535714285714285714285714,True,0,
BSIN2309021673,40x28x16,DN4029-010,"[Decimal('0'), Decimal('0'), Decimal('6')]",0.0,68.70535714285714285714285714,True,0,
BSIN2309021673,40x28x16,DN4029-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,77.74553571428571428571428571,True,0,
BSIN2309021673,40x28x16,DN1760-010,"[Decimal('0'), Decimal('0'), Decimal('6')]",0.0,77.74553571428571428571428571,True,0,
BSIN2309021673,40x28x16,DN1760-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,86.78571428571428571428571429,True,0,
BSIN2309021673,40x28x16,DN1760-010,"[Decimal('0'), Decimal('0'), Decimal('8')]",0.0,86.78571428571428571428571429,True,0,
BSIN2309021785,35x23x13,CZ2959-400,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,88.29431438127090301003344482,True,0,
BSIN2309021785,35x23x13,CZ2959-400,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,88.29431438127090301003344482,True,0,
BSIN2309021785,52x40x17,DM6627-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,7.092760180995475113122171946,True,0,
BSIN2309021805,35x23x13,CT2302-002,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,81.87290969899665551839464883,True,0,
BSIN2309021805,35x23x13,CT2302-002,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,81.87290969899665551839464883,True,0,
BSIN2309021805,35x23x13,CT2302-002,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,81.87290969899665551839464883,True,0,
BSIN2309021805,42x30x18,DB0490-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,16.66666666666666666666666667,True,0,
BSIN2309021805,42x30x18,DB0490-010,"[Decimal('0'), Decimal('15'), Decimal('0')]",0.0,16.66666666666666666666666667,True,0,
BSIN2309021805,42x30x18,DB0490-010,"[Decimal('0'), Decimal('0'), Decimal('2')]",0.0,16.66666666666666666666666667,True,0,
BSIN2309021825,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309021825,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309021825,35x23x13,DV0788-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.84280936454849498327759197,True,0,
BSIN2309021825,40x28x16,SX7678-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,23.437500,True,0,
BSIN2309022019,35x23x13,DV7762-103,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,58.86287625418060200668896321,True,0,
BSIN2309022019,35x23x13,DM2845-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.67032967032967032967032967,True,0,
BSIN2309022301,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.67032967032967032967032967,True,0,
BSIN2309022301,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,92.500,True,0,
BSIN2309022301,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('4')]",0.0,92.500,True,0,
BSIN2309022301,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('8')]",0.0,92.500,True,0,
BSIN2309022301,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('12')]",0.0,92.500,True,0,
BSIN2309022571,Error,,,,N/A,N/A,N/A,Unable to pack items due to fitting constraints.
BSIN2309022613,35x23x13,DQ8475-001,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,81.87290969899665551839464883,True,0,
BSIN2309022613,40x28x16,DN4029-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,34.35267857142857142857142857,True,0,
BSIN2309022614,35x23x13,DB0456-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,19.87577639751552795031055901,True,0,
BSIN2309022614,35x23x13,DQ8475-001,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.67032967032967032967032967,True,0,
BSIN2309022689,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,75.05016722408026755852842809,True,0,
BSIN2309022689,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,92.500,True,0,
BSIN2309022689,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('4')]",0.0,92.500,True,0,
BSIN2309022689,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('8')]",0.0,92.500,True,0,
BSIN2309022689,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('12')]",0.0,92.500,True,0,
BSIN2309022717,35x23x13,FN3406-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,91.42857142857142857142857143,True,0,
BSIN2309022717,35x23x13,FN3406-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,91.42857142857142857142857143,True,0,
BSIN2309022717,35x23x13,FN3406-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,91.42857142857142857142857143,True,0,
BSIN2309022717,37x26x13,SX4120-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,43.65904365904365904365904366,True,0,
BSIN2309022776,Error,,,,N/A,N/A,N/A,Unable to pack items due to fitting constraints.
BSIN2309023023,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,85.77161968466316292403248925,True,0,
BSIN2309023023,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,85.77161968466316292403248925,True,0,
BSIN2309023023,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,85.77161968466316292403248925,True,0,
BSIN2309023023,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,23.12500,True,0,
BSIN2309023237,35x23x13,DD9441-600,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,81.87290969899665551839464883,True,0,
BSIN2309023237,40x28x16,DN1760-247,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,86.78571428571428571428571429,True,0,
BSIN2309023237,40x28x16,DN1760-247,"[Decimal('0'), Decimal('0'), Decimal('8')]",0.0,86.78571428571428571428571429,True,0,
BSIN2309023237,40x28x16,DN1760-247,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,86.78571428571428571428571429,True,0,
BSIN2309023237,40x28x16,DN1760-247,"[Decimal('0'), Decimal('0'), Decimal('8')]",0.0,86.78571428571428571428571429,True,0,
BSIN2309023237,40x28x16,DN1760-247,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,43.39285714285714285714285714,True,0,
BSIN2309023304,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,85.77161968466316292403248925,True,0,
BSIN2309023304,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,85.77161968466316292403248925,True,0,
BSIN2309023304,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,85.77161968466316292403248925,True,0,
BSIN2309023304,40x28x16,CK6366-063,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,23.12500,True,0,
BSIN2309023942,35x23x13,SX6890-992,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,45.71428571428571428571428571,True,0,
BSIN2309023942,37x26x13,DJ6148-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,89.81288981288981288981288981,True,0,
BSIN2309024065,Error,,,,N/A,N/A,N/A,Unable to pack items due to fitting constraints.
BSIN2309024146,35x23x13,BV2667-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,8.026755852842809364548494983,True,0,
BSIN2309024146,35x23x13,BV2667-010,"[Decimal('12'), Decimal('0'), Decimal('0')]",0.0,8.026755852842809364548494983,True,0,
BSIN2309024146,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,69.37410415671285236502627807,True,0,
BSIN2309024146,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,69.37410415671285236502627807,True,0,
BSIN2309024146,35x23x13,DV0787-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,69.37410415671285236502627807,True,0,
BSIN2309024188,35x23x13,DN2158-101,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,54.46727185857620640229335882,True,0,
BSIN2309024188,42x30x18,CK6366-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,72.88359788359788359788359788,True,0,
BSIN2309024188,42x30x18,CK6366-010,"[Decimal('0'), Decimal('0'), Decimal('3')]",0.0,72.88359788359788359788359788,True,0,
BSIN2309024188,42x30x18,CK6366-010,"[Decimal('0'), Decimal('0'), Decimal('6')]",0.0,72.88359788359788359788359788,True,0,
BSIN2309024188,42x30x18,CK6366-010,"[Decimal('0'), Decimal('0'), Decimal('9')]",0.0,72.88359788359788359788359788,True,0,
BSIN2309024188,42x30x18,CK6366-010,"[Decimal('0'), Decimal('0'), Decimal('12')]",0.0,72.88359788359788359788359788,True,0,
BSIN2309024194,35x23x13,DZ3674-100,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,81.87290969899665551839464883,True,0,
BSIN2309024194,42x30x18,DV9322-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,9.629629629629629629629629630,True,0,
BSIN2309024194,42x30x18,DO7391-133,"[Decimal('0'), Decimal('0'), Decimal('1')]",0.0,9.629629629629629629629629630,True,0,
BSIN2309024289,37x26x13,CZ2959-400,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,78.29841675995522149368303214,True,0,
BSIN2309024289,42x30x18,DB0490-010,"[Decimal('0'), Decimal('0'), Decimal('0')]",0.0,5.555555555555555555555555556,True,0,
